train/explained_variance,train/n_updates,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/policy_loss,train/value_loss,train/learning_rate,train/entropy_loss,rollout/ep_rew_mean,time/fps,eval/mean_ep_length,eval/mean_reward
,,343,320000,4000,592.78,,,,,738.6,932,,
0.8787057101726532,4099,351,328000,4100,576.3,0.19517405331134796,0.11394885927438736,0.0007,-1.6922260522842407,717.5,932,,
0.9662712477147579,4199,359,336000,4200,585.18,-0.11200042814016342,0.037860073149204254,0.0007,-1.736273169517517,716.9,935,,
0.9043416008353233,4299,367,344000,4300,581.22,-0.04184294492006302,0.1317516565322876,0.0007,-1.6972802877426147,712.8,935,,
0.9823157265782356,4399,376,352000,4400,566.58,-0.059176888316869736,0.012561311013996601,0.0007,-1.7187305688858032,708.9,934,,
0.8453267365694046,4499,384,360000,4500,538.82,-0.16966389119625092,0.07967168092727661,0.0007,-1.6018263101577759,687.4,936,,
0.9331840723752975,4599,392,368000,4600,532.12,0.04407201707363129,0.038213737308979034,0.0007,-1.6883550882339478,685.8,938,,
0.9066030085086823,4699,400,376000,4700,537.56,-0.033862512558698654,0.04563074931502342,0.0007,-1.6835654973983765,686.0,937,,
0.8530738353729248,4799,409,384000,4800,574.2,0.20788712799549103,0.16478484869003296,0.0007,-1.7067326307296753,703.0,937,,
0.9216591641306877,4899,416,392000,4900,562.36,-0.01680511236190796,0.0689939633011818,0.0007,-1.6649774312973022,693.5,940,,
0.9767653793096542,4999,425,400000,5000,577.72,0.002043368760496378,0.028006041422486305,0.0007,-1.5965408086776733,711.8,940,,
0.9500041604042053,5099,434,408000,5100,573.58,-0.041950736194849014,0.027821112424135208,0.0007,-1.7424200773239136,703.8,939,,
0.9008027091622353,5199,442,416000,5200,573.68,0.01836950145661831,0.11778733879327774,0.0007,-1.700819969177246,704.6,939,,
0.93686543405056,5299,450,424000,5300,570.2,0.02570483461022377,0.05653681978583336,0.0007,-1.7436351776123047,703.1,941,,
0.8357911854982376,5399,458,432000,5400,524.48,-0.05059004947543144,0.37154221534729004,0.0007,-1.6695117950439453,673.9,941,,
0.989165517501533,5499,467,440000,5500,507.02,-0.05579698085784912,0.006781288888305426,0.0007,-1.6960804462432861,662.2,940,,
0.6581289172172546,5599,475,448000,5600,503.78,-0.08789680153131485,0.4544985890388489,0.0007,-1.6298631429672241,658.2,942,,
0.7833958566188812,5699,483,456000,5700,508.1,0.12427399307489395,0.1744801104068756,0.0007,-1.6828752756118774,665.2,942,,
0.8432617038488388,5799,492,464000,5800,509.62,0.056020405143499374,0.19695495069026947,0.0007,-1.7093654870986938,673.4,942,,
0.838126540184021,5899,501,472000,5900,515.18,0.11024351418018341,0.1764388382434845,0.0007,-1.6731630563735962,683.3,941,,
0.9132080897688866,5999,,480000,,,0.09166917949914932,0.07457995414733887,0.0007,-1.7411880493164062,,,736.2,842.0
