time/iterations,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/approx_kl,train/learning_rate,train/clip_range,train/n_updates,train/entropy_loss,train/clip_fraction,train/explained_variance,train/loss,train/value_loss,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
1480,255,12124160,897.04,76.71,47458,,,,,,,,,,,,
1481,255,12132352,911.03,82.07,47490,0.089703426,0.0003,0.2,14800,-0.33517625733511525,0.214013671875,0.8391407579183578,0.3246631622314453,1.595324160438031,-0.010394763148360653,,
1482,255,12140544,926.37,84.72,47524,0.08729449,0.0003,0.2,14810,-0.32863863529637455,0.1991943359375,0.9141665175557137,0.1944659799337387,0.6904840497998521,-0.013584878954134183,,
1483,255,12148736,961.1,89.02,47557,0.088737205,0.0003,0.2,14820,-0.3105347582488321,0.200146484375,0.8977766335010529,0.16430404782295227,0.9232667909585871,-0.014144837625644868,,
1484,255,12156928,998.5,89.27,47588,0.06589842,0.0003,0.2,14830,-0.3030156408203766,0.19022216796875,0.8914449885487556,0.3021155297756195,1.0323461369844154,-0.011445807755808345,,
,,12160000,,,,0.084678695,0.0003,0.2,14840,-0.32212923356564716,0.1881591796875,0.9241287633776665,0.20984628796577454,0.8210287412744947,-0.017142665489882348,102.0,1202.6
1485,255,12165120,1041.18,98.97,47625,,,,,,,,,,,,
1486,255,12173312,1027.66,96.53,47655,0.06197647,0.0003,0.2,14850,-0.2839703008416109,0.17178955078125,0.9113940298557281,0.39012011885643005,1.1134527944028378,-0.011751391024154146,,
1487,255,12181504,994.25,96.84,47686,0.062332734,0.0003,0.2,14860,-0.29755882007302714,0.17572021484375,0.9096605554223061,0.19418008625507355,1.1343519526766612,-0.01492846361543343,,
1488,255,12189696,990.52,93.81,47717,0.07093954,0.0003,0.2,14870,-0.30872390235308556,0.18046875,0.9213780462741852,0.2998529374599457,1.1125244469032622,-0.0135359840332967,,
1489,255,12197888,1007.83,97.84,47749,0.062331352,0.0003,0.2,14880,-0.29029158072080463,0.1770751953125,0.9157514572143555,0.5297184586524963,0.8159754878492095,-0.009597449198190588,,
,,12200000,,,,0.060220417,0.0003,0.2,14890,-0.30139961404493076,0.1729736328125,0.910761184990406,0.37081363797187805,1.2068115924252196,-0.011847852735809284,83.2,1011.0
1490,255,12206080,1028.92,100.42,47782,,,,,,,,,,,,
1491,255,12214272,1034.88,104.03,47812,0.06642792,0.0003,0.2,14900,-0.29490180283319206,0.17821044921875,0.9255362972617149,0.2069884091615677,0.9154812891385518,-0.012565856211585924,,
1492,255,12222464,1025.62,104.54,47846,0.072475195,0.0003,0.2,14910,-0.28879121101927013,0.181005859375,0.9126098677515984,0.12661147117614746,1.177530554914847,-0.015257728308642981,,
1493,255,12230656,1023.3,103.2,47879,0.083424956,0.0003,0.2,14920,-0.28307462725788357,0.1848388671875,0.8743886053562164,0.4868123531341553,1.5893586680293084,-0.010990713036153465,,
1494,255,12238848,1003.45,97.56,47911,0.07277594,0.0003,0.2,14930,-0.27697330245282503,0.17947998046875,0.891800045967102,0.29780879616737366,1.3119933753972872,-0.012252052903568256,,
,,12240000,,,,0.08286411,0.0003,0.2,14940,-0.28094249810092153,0.185595703125,0.8549580425024033,0.40899115800857544,1.8376515395706519,-0.009377978006887134,99.2,1022.8
1495,255,12247040,1014.0,94.76,47944,,,,,,,,,,,,
1496,255,12255232,1016.34,94.82,47975,0.063483894,0.0003,0.2,14950,-0.2672095919842832,0.1732666015625,0.8932921811938286,0.5378286838531494,1.1029495387803763,-0.010490860000572866,,
1497,255,12263424,1036.69,102.19,48005,0.0700952,0.0003,0.2,14960,-0.2573467403068207,0.17442626953125,0.9075867384672165,0.21716515719890594,1.0837810337077827,-0.012075399823515909,,
1498,255,12271616,1074.37,111.62,48036,0.06740707,0.0003,0.2,14970,-0.2552938051521778,0.17462158203125,0.8873734697699547,0.9221886396408081,1.318885053670965,-0.00855704232453718,,
1499,255,12279808,1089.49,113.98,48067,0.0602565,0.0003,0.2,14980,-0.2583575587254018,0.17447509765625,0.9054830297827721,0.34421002864837646,1.2001919263042509,-0.011459183696933906,,
,,12280000,,,,0.0724583,0.0003,0.2,14990,-0.254160221433267,0.17530517578125,0.8830045089125633,0.4710216820240021,1.5782971770735457,-0.01176975551279611,143.2,1224.8
1500,255,12288000,1109.79,117.84,48104,,,,,,,,,,,,
1501,255,12296192,1088.34,117.29,48135,0.07218614,0.0003,0.2,15000,-0.2825291594490409,0.16744384765625,0.8857102990150452,0.563264787197113,1.6530082857236266,-0.0076667794943205084,,
1502,255,12304384,1090.3,121.37,48168,0.06695455,0.0003,0.2,15010,-0.2454351997701451,0.16573486328125,0.9062295034527779,0.6211077570915222,1.7298479792429133,-0.005089069925088552,,
1503,255,12312576,1075.58,118.47,48200,0.062896945,0.0003,0.2,15020,-0.2599147597094998,0.169677734375,0.912067286670208,2.3982295989990234,1.6741012264275923,-0.010962307189402054,,
,,12320000,,,,0.06740679,0.0003,0.2,15030,-0.2690126409521326,0.1862060546875,0.8155780732631683,1.4704599380493164,2.4657788704615085,-0.00171839623581036,154.8,1181.2
1504,255,12320768,1085.17,118.04,48236,,,,,,,,,,,,
1505,255,12328960,1074.27,114.28,48267,0.07066339,0.0003,0.2,15040,-0.25747745420085266,0.1706787109375,0.8770984411239624,0.25897732377052307,1.9018638152629137,-0.007370958801038796,,
1506,255,12337152,1093.34,119.75,48298,0.09371704,0.0003,0.2,15050,-0.27130857390584423,0.19373779296875,0.8322828412055969,1.2484772205352783,2.3033283355645837,-0.006283220896148123,,
1507,255,12345344,1086.23,122.3,48328,0.06743053,0.0003,0.2,15060,-0.26776726711541415,0.168212890625,0.8867963925004005,0.632540762424469,1.9757345928344876,-0.007214152337473934,,
1508,255,12353536,1083.94,124.28,48359,0.09043503,0.0003,0.2,15070,-0.24939014525152742,0.18458251953125,0.8925760686397552,0.5503673553466797,1.4268791215959937,-0.007552351462800288,,
,,12360000,,,,0.0640436,0.0003,0.2,15080,-0.25688480207463726,0.16690673828125,0.8923397362232208,1.1096662282943726,1.9288149561733008,-0.005912543054364505,152.0,1200.4
1509,255,12361728,1102.56,128.26,48394,,,,,,,,,,,,
1510,255,12369920,1121.06,131.02,48425,0.063994505,0.0003,0.2,15090,-0.27543364447774366,0.1701416015625,0.8905531391501427,1.0326380729675293,1.8789979960070924,-0.008066048916589352,,
1511,255,12378112,1136.54,133.36,48455,0.07059327,0.0003,0.2,15100,-0.25369406398385763,0.1610595703125,0.8959627822041512,0.5422302484512329,1.9588996064849198,-0.007976521284217598,,
1512,255,12386304,1158.24,139.74,48486,0.056364924,0.0003,0.2,15110,-0.2585509643657133,0.15272216796875,0.9181942120194435,0.41948428750038147,1.3967808708082885,-0.008909489375218982,,
1513,255,12394496,1187.09,150.52,48516,0.06997941,0.0003,0.2,15120,-0.257671271066647,0.16002197265625,0.9367088079452515,0.3267848789691925,0.9398248130921274,-0.010580665790621424,,
,,12400000,,,,0.056842644,0.0003,0.2,15130,-0.25512550068087875,0.15421142578125,0.9451111629605293,0.23373985290527344,1.0950741325039417,-0.009257812703071976,105.4,1111.2
1514,255,12402688,1172.36,146.02,48551,,,,,,,,,,,,
1515,255,12410880,1148.78,137.04,48580,0.056414515,0.0003,0.2,15140,-0.2608880480984226,0.16177978515625,0.8602638244628906,3.4907290935516357,3.1824937167577447,-0.005574713112400787,,
1516,255,12419072,1124.6,126.73,48610,0.06741176,0.0003,0.2,15150,-0.26253031559754164,0.1742431640625,0.8924405127763748,0.4785081446170807,1.8127155280672014,-0.006621244375492097,,
1517,255,12427264,1072.48,110.06,48640,0.0834566,0.0003,0.2,15160,-0.26202550624730064,0.186669921875,0.8108150064945221,0.9491408467292786,2.4306213879026473,-0.004235735928523355,,
1518,255,12435456,1035.12,100.29,48671,0.103183374,0.0003,0.2,15170,-0.2773230430902913,0.20684814453125,0.6922940909862518,1.1372771263122559,3.3823632144369187,-0.00022461443695647175,,
,,12440000,,,,0.08084121,0.0003,0.2,15180,-0.2777010949095711,0.1932373046875,0.7466731071472168,0.7870951294898987,2.435602379962802,-0.004781900834132102,94.6,1044.0
1519,255,12443648,1003.97,95.82,48705,,,,,,,,,,,,
1520,255,12451840,1027.91,97.95,48735,0.11262918,0.0003,0.2,15190,-0.2932255047140643,0.22562255859375,0.7348201274871826,1.2109075784683228,2.8238974384963513,-0.0028287127785006304,,
1521,255,12460032,1063.02,107.59,48766,0.08174546,0.0003,0.2,15200,-0.302386183431372,0.20538330078125,0.7473776340484619,1.0742568969726562,2.067842420330271,-0.002944688684146968,,
1522,255,12468224,1096.93,115.76,48797,0.08589535,0.0003,0.2,15210,-0.30254465418402104,0.2003662109375,0.8399237096309662,0.7912570238113403,1.5669664612039924,-0.007696456798294093,,
1523,255,12476416,1127.52,125.34,48827,0.07302624,0.0003,0.2,15220,-0.28061988959088924,0.18363037109375,0.8925706520676613,0.4439013600349426,1.2826725479681045,-0.006714448259663186,,
,,12480000,,,,0.06057762,0.0003,0.2,15230,-0.2863086793455295,0.17664794921875,0.9199569001793861,0.4311163127422333,1.064205873478204,-0.011863501532934606,195.8,1291.2
1524,255,12484608,1140.07,131.1,48862,,,,,,,,,,,,
1525,255,12492800,1166.87,138.84,48892,0.05724319,0.0003,0.2,15240,-0.27448130859993397,0.17064208984375,0.9131807014346123,0.47058531641960144,1.4227689071092755,-0.009373645164305344,,
1526,255,12500992,1160.06,141.6,48923,0.06162805,0.0003,0.2,15250,-0.2615834432595875,0.16702880859375,0.9136695712804794,0.26451575756073,1.4344941609539092,-0.009055150860876892,,
1527,255,12509184,1171.75,140.46,48953,0.06631388,0.0003,0.2,15260,-0.2726476765004918,0.16796875,0.9078188464045525,0.48638179898262024,1.6766670853598042,-0.006820440590672661,,
1528,255,12517376,1166.12,132.89,48983,0.078726634,0.0003,0.2,15270,-0.25793975373962896,0.17769775390625,0.8297969102859497,0.5522672533988953,2.6817781234160067,-0.004807726670696866,,
,,12520000,,,,0.092687204,0.0003,0.2,15280,-0.276792737073265,0.20108642578125,0.8395212292671204,0.7241579294204712,2.131618849374354,-0.0020389926281495717,123.4,1150.6
1529,255,12525568,1154.79,127.47,49018,,,,,,,,,,,,
1530,255,12533760,1152.52,125.62,49048,0.076153085,0.0003,0.2,15290,-0.27240791205549614,0.18299560546875,0.8745100498199463,0.48010650277137756,1.84144767455291,-0.002069427774040378,,
1531,255,12541952,1148.51,127.53,49079,0.07522334,0.0003,0.2,15300,-0.269538173370529,0.18072509765625,0.886333167552948,0.42355233430862427,1.7048899975838139,-0.005839086671039695,,
1532,255,12550144,1142.92,128.74,49109,0.07858089,0.0003,0.2,15310,-0.2709939851774834,0.1849609375,0.8437898457050323,0.989537239074707,2.1319574711378664,-0.0016290454928821418,,
1533,255,12558336,1147.59,128.34,49139,0.064873956,0.0003,0.2,15320,-0.2850120168994181,0.17672119140625,0.8469174653291702,1.5430439710617065,2.2989672291558234,-0.005374972721256199,,
,,12560000,,,,0.067065746,0.0003,0.2,15330,-0.2634975760593079,0.162451171875,0.8722428679466248,0.9749484658241272,1.95161064916756,-0.006151955956738675,120.2,1105.0
1534,255,12566528,1130.31,125.12,49174,,,,,,,,,,,,
1535,255,12574720,1115.05,121.51,49204,0.06500888,0.0003,0.2,15340,-0.2673703818349168,0.17554931640625,0.8789168149232864,0.7709389925003052,1.86849595697131,-0.004539658655266976,,
1536,255,12582912,1100.23,116.36,49235,0.058378845,0.0003,0.2,15350,-0.2536487219389528,0.1590087890625,0.903170570731163,1.7335184812545776,1.64456811666023,-0.0067645022263604915,,
1537,255,12591104,1096.5,113.28,49265,0.08730994,0.0003,0.2,15360,-0.2824427081621252,0.18924560546875,0.8795996606349945,1.223753809928894,1.9098523304099218,-0.004500766061755712,,
1538,255,12599296,1100.32,116.37,49295,0.084922336,0.0003,0.2,15370,-0.2729793196194805,0.18984375,0.8589778244495392,1.3631595373153687,2.0939322786871344,-0.005535875019995728,,
,,12600000,,,,0.07398945,0.0003,0.2,15380,-0.27045348352985454,0.1783935546875,0.9009666666388512,0.4878493547439575,1.3436627708142623,-0.003301164891308872,122.8,1060.4
1539,255,12607488,1109.43,120.44,49331,,,,,,,,,,,,
1540,255,12615680,1106.11,124.08,49361,0.07199514,0.0003,0.2,15390,-0.2690218849456869,0.16322021484375,0.9161720499396324,1.1132310628890991,1.120639752363786,-0.008102563201828162,,
1541,255,12623872,1103.7,126.04,49392,0.067735806,0.0003,0.2,15400,-0.27150669620605183,0.16951904296875,0.8846306204795837,0.47577744722366333,1.9513628991320728,-0.0036374630330101355,,
1542,255,12632064,1106.81,123.13,49421,0.09594938,0.0003,0.2,15410,-0.28313200690317897,0.19307861328125,0.8862217515707016,0.5342977046966553,1.6958626452600583,-0.005771525056479732,,
,,12640000,,,,0.06311973,0.0003,0.2,15420,-0.2956662166630849,0.1896240234375,0.9226891547441483,0.26619237661361694,0.9153484630282037,-0.004568868068236043,125.2,1067.4
1543,255,12640256,1096.74,117.33,49455,,,,,,,,,,,,
1544,255,12648448,1097.83,112.92,49488,0.076118074,0.0003,0.2,15430,-0.31118438980774954,0.200927734375,0.8255562782287598,0.7139939665794373,2.175146149750799,-0.0016815545344798012,,
1545,255,12656640,1072.88,103.63,49521,0.08945349,0.0003,0.2,15440,-0.3082543236319907,0.21160888671875,0.8277806490659714,0.42754459381103516,1.7393017974914984,-0.007910255228125607,,
1546,255,12664832,1074.03,103.41,49553,0.08547254,0.0003,0.2,15450,-0.30004477394977586,0.20350341796875,0.8310132920742035,0.4797310531139374,1.6577360176946967,-0.00326034229437937,,
1547,255,12673024,1089.21,107.35,49585,0.066347964,0.0003,0.2,15460,-0.29493825271492824,0.17933349609375,0.8270531445741653,1.9127832651138306,1.8147802400169895,-0.005542513989348663,,
,,12680000,,,,0.09479817,0.0003,0.2,15470,-0.2965589368599467,0.19161376953125,0.8286136388778687,0.7925505638122559,1.7664020702010022,-0.006272275335868471,83.2,989.6
1548,255,12681216,1088.62,107.1,49623,,,,,,,,,,,,
1549,255,12689408,1060.05,101.29,49654,0.10642422,0.0003,0.2,15480,-0.2962344871019013,0.21881103515625,0.6809272766113281,0.522250235080719,2.0892104471102355,-0.006138068627478788,,
1550,255,12697600,1037.96,100.71,49686,0.10855143,0.0003,0.2,15490,-0.28107627712888644,0.201220703125,0.7160176932811737,0.4498003125190735,2.1603391870856283,-0.0031304507905588253,,
1551,255,12705792,1022.04,104.67,49717,0.11222671,0.0003,0.2,15500,-0.2807553558726795,0.1943359375,0.7890771627426147,1.8331458568572998,1.8117890524677933,-0.001516172520859982,,
1552,255,12713984,1027.81,112.27,49748,0.07152222,0.0003,0.2,15510,-0.2668085653800517,0.17535400390625,0.7901119291782379,1.207667350769043,2.4979944372549654,-0.002869280478989822,,
,,12720000,,,,0.08910474,0.0003,0.2,15520,-0.27563654034165663,0.19290771484375,0.7918470799922943,0.869275689125061,1.8540721750352531,0.0031208661712298635,133.8,1228.2
1553,255,12722176,1022.2,113.41,49782,,,,,,,,,,,,
1554,255,12730368,1033.54,114.46,49816,0.0848023,0.0003,0.2,15530,-0.2978917757049203,0.1988525390625,0.8405354768037796,0.733208417892456,1.6263605258893221,-0.003975447049378999,,
1555,255,12738560,1048.61,113.31,49850,0.08316378,0.0003,0.2,15540,-0.27591517575783653,0.18858642578125,0.8573050647974014,0.4054117202758789,1.7447775377891959,-0.003066696700261673,,
1556,255,12746752,1057.88,111.39,49884,0.10292362,0.0003,0.2,15550,-0.2731561961467378,0.18507080078125,0.8303360044956207,0.5197471380233765,1.8103404309833422,-0.005399644042336149,,
1557,255,12754944,1067.27,110.0,49915,0.09687187,0.0003,0.2,15560,-0.27745067069772633,0.19541015625,0.8083529025316238,1.829059362411499,2.5593996726442128,-0.0008140547208313365,,
,,12760000,,,,0.11376184,0.0003,0.2,15570,-0.2884819859289564,0.2068359375,0.7712274044752121,0.644797682762146,2.362561116553843,-0.0030684776014823,160.6,1332.0
1558,255,12763136,1095.4,113.64,49953,,,,,,,,,,,,
1559,255,12771328,1110.99,119.96,49984,0.10672792,0.0003,0.2,15580,-0.2795559259131551,0.19515380859375,0.8486869633197784,0.30701565742492676,2.0210473510902376,-0.001553960527962772,,
1560,255,12779520,1128.39,127.28,50015,0.07114959,0.0003,0.2,15590,-0.2690510205226019,0.16783447265625,0.8637344390153885,0.3433307111263275,1.5457557228626684,-0.004233966921310639,,
1561,255,12787712,1146.23,128.51,50045,0.09018093,0.0003,0.2,15600,-0.27050174834439533,0.1774169921875,0.8507654666900635,0.48016873002052307,1.67132407205645,-0.0037140426378755365,,
1562,255,12795904,1153.6,127.99,50076,0.07568337,0.0003,0.2,15610,-0.2743476283270866,0.1819580078125,0.8400968611240387,0.37865257263183594,1.8803679366363213,-0.002981527148222085,,
,,12800000,,,,0.08218728,0.0003,0.2,15620,-0.2608484456315637,0.1763916015625,0.876314640045166,1.5080971717834473,1.5193730230908842,-0.00225769595199381,131.4,1263.2
1563,255,12804096,1165.84,128.13,50110,,,,,,,,,,,,
1564,255,12812288,1170.22,126.08,50141,0.0906778,0.0003,0.2,15630,-0.26042770919157193,0.18011474609375,0.8456833213567734,0.596138596534729,2.2151678164489566,-0.003655386757236556,,
1565,255,12820480,1161.59,127.22,50171,0.09705542,0.0003,0.2,15640,-0.2541418700828217,0.1826904296875,0.8431118726730347,1.067304015159607,2.077621821081266,-0.0005598080006166128,,
1566,255,12828672,1167.69,127.07,50201,0.072653845,0.0003,0.2,15650,-0.25257224453380334,0.1707763671875,0.8333702236413956,0.4943893849849701,1.8398815693333745,-0.002330901051391265,,
1567,255,12836864,1177.97,132.37,50232,0.08576839,0.0003,0.2,15660,-0.25857029780745505,0.17960205078125,0.878648616373539,0.41596245765686035,1.5155633382033558,-0.0027983716350718168,,
,,12840000,,,,0.089907125,0.0003,0.2,15670,-0.25476897831540557,0.16893310546875,0.8734298199415207,1.5245882272720337,1.6377198262372985,-0.00240923330457008,185.2,1307.6
1568,255,12845056,1198.94,141.2,50266,,,,,,,,,,,,
1569,255,12853248,1222.79,147.94,50296,0.12102098,0.0003,0.2,15680,-0.24387614015722647,0.17900390625,0.8306266665458679,0.8540882468223572,2.312903997581452,-0.00022118554188637062,,
1570,255,12861440,1226.66,155.15,50326,0.1229226,0.0003,0.2,15690,-0.24326782905263827,0.186767578125,0.8570887893438339,0.8761212229728699,1.7273783566895873,0.0012798574512999038,,
1571,255,12869632,1215.95,151.23,50356,0.08984187,0.0003,0.2,15700,-0.23069045720621945,0.163134765625,0.8980094194412231,0.4450392723083496,1.6187731995480135,-0.0011133227832033298,,
1572,255,12877824,1203.45,142.11,50386,0.10446192,0.0003,0.2,15710,-0.2128124620008748,0.15469970703125,0.8908346891403198,0.5076271891593933,1.9347612879239022,-0.0022606001039093826,,
,,12880000,,,,0.10858254,0.0003,0.2,15720,-0.23640580583014525,0.17862548828125,0.9039503186941147,0.3216817378997803,1.6325231705093757,0.0017156605630589184,117.8,1308.6
1573,255,12886016,1183.82,137.57,50425,,,,,,,,,,,,
1574,255,12894208,1184.9,128.3,50456,0.10280652,0.0003,0.2,15730,-0.24049784168601035,0.1736572265625,0.9009548649191856,0.5436998605728149,1.937210410227999,-0.002085992349020671,,
1575,255,12902400,1212.75,136.6,50487,0.111858726,0.0003,0.2,15740,-0.24697206917917355,0.18033447265625,0.9051868543028831,0.8667675852775574,1.7896010343218223,-0.0036129487820289797,,
1576,255,12910592,1228.6,130.54,50517,0.093097545,0.0003,0.2,15750,-0.2314035073388368,0.16663818359375,0.9273461773991585,0.6092013120651245,1.2236266226042063,-0.002582707055444189,,
1577,255,12918784,1213.81,124.75,50548,0.077265136,0.0003,0.2,15760,-0.2551651813904755,0.17315673828125,0.918598048388958,1.0318063497543335,1.885613713762723,-0.0035363945291464914,,
,,12920000,,,,0.09240828,0.0003,0.2,15770,-0.2558321581222117,0.18978271484375,0.9152437224984169,0.4082318842411041,1.5048308728612028,-0.002371701758238487,116.6,1343.8
1578,255,12926976,1216.11,120.56,50583,,,,,,,,,,,,
1579,255,12935168,1229.55,100.88,50613,0.10596431,0.0003,0.2,15780,-0.2520267461892217,0.1849853515625,0.9017482101917267,1.0445771217346191,1.8536749779013917,-1.449879928259179e-05,,
1580,255,12943360,1208.33,86.4,50644,0.102145515,0.0003,0.2,15790,-0.2940447406494059,0.21259765625,0.8456514626741409,0.5009260773658752,2.0526544622611254,-0.0015295710360078373,,
1581,255,12951552,1218.1,75.98,50674,0.10519106,0.0003,0.2,15800,-0.296897706494201,0.21571044921875,0.8271167427301407,0.4520057141780853,1.8224686325527728,0.0005060870440502186,,
1582,255,12959744,1200.57,60.41,50704,0.11076021,0.0003,0.2,15810,-0.2940060987253673,0.2171142578125,0.8351157158613205,1.6005167961120605,2.3630065605975688,0.004109530396817718,,
,,12960000,,,,0.1020381,0.0003,0.2,15820,-0.27931719775078817,0.20477294921875,0.8711664080619812,0.6343917846679688,1.611088052834384,0.0021938861944363454,125.4,1419.0
1583,255,12967936,1235.03,62.94,50740,,,,,,,,,,,,
1584,255,12976128,1262.35,74.23,50772,0.09192232,0.0003,0.2,15830,-0.2982800408033654,0.20430908203125,0.883872501552105,0.8905686140060425,1.776168810587842,0.0009657978273025947,,
1585,255,12984320,1302.33,69.71,50802,0.08280946,0.0003,0.2,15840,-0.28309871813980864,0.184375,0.909456379711628,0.5837954878807068,1.5541501636616886,-0.004620766855805414,,
1586,255,12992512,1336.08,61.48,50832,0.09510033,0.0003,0.2,15850,-0.312559151626192,0.21619873046875,0.8917654380202293,0.09673218429088593,0.7605910378741101,-0.004705629990348825,,
,,13000000,,,,0.06235914,0.0003,0.2,15860,-0.3185709110577591,0.19176025390625,0.9085790738463402,0.09985905885696411,0.7337476697459351,-0.005817468120221747,87.6,1381.4
1587,255,13000704,1373.44,56.76,50868,,,,,,,,,,,,
1588,255,13008896,1415.99,52.38,50898,0.06785864,0.0003,0.2,15870,-0.3104936801944859,0.1970947265625,0.8946531265974045,0.2696075439453125,0.7751296043861657,-0.008805154784568003,,
1589,255,13017088,1452.44,44.76,50928,0.075845174,0.0003,0.2,15880,-0.31684090619673955,0.20155029296875,0.9300948679447174,0.1831016093492508,0.7944042074494064,-0.010663647418550682,,
1590,255,13025280,1461.3,39.43,50958,0.044184484,0.0003,0.2,15890,-0.31538971737027166,0.18062744140625,0.8941352218389511,0.09771893918514252,0.8439789160795044,-0.0038900315230421256,,
1591,255,13033472,1493.61,36.95,50988,0.0737315,0.0003,0.2,15900,-0.31491068687755613,0.204931640625,0.8067365139722824,0.010653205215930939,0.35620248689956496,-0.007882665388751774,,
,,13040000,,,,0.05564401,0.0003,0.2,15910,-0.30995118954451756,0.1854248046875,0.8847983404994011,0.12074325233697891,0.2778679701994406,-0.012059807797777466,12.6,1630.6
1592,255,13041664,1518.85,28.49,51027,,,,,,,,,,,,
1593,255,13049856,1522.85,24.03,51058,0.0559519,0.0003,0.2,15920,-0.33502462406177075,0.19295654296875,0.8714044243097305,0.5124962329864502,0.5181820165191311,-0.011599906545961857,,
1594,255,13058048,1519.62,23.9,51088,0.06650289,0.0003,0.2,15930,-0.3311887475661933,0.193603515625,0.8917521983385086,0.12217579782009125,0.3115459300024668,-0.009041723587870365,,
1595,255,13066240,1483.95,26.78,51119,0.07155439,0.0003,0.2,15940,-0.3208895455929451,0.18614501953125,0.8957926109433174,0.02505301497876644,0.39930757381080184,-0.012134807435722905,,
1596,255,13074432,1442.76,27.67,51149,0.054819435,0.0003,0.2,15950,-0.33096838335040957,0.18060302734375,0.8802346959710121,0.17849713563919067,0.6750181688636075,-0.004885330793331377,,
,,13080000,,,,0.0501388,0.0003,0.2,15960,-0.3306442481582053,0.18875732421875,0.9183105602860451,0.3080841302871704,0.45656655291386417,-0.008996360880337307,34.2,1413.0
1597,255,13082624,1384.91,30.02,51185,,,,,,,,,,,,
1598,255,13090816,1357.12,34.98,51215,0.069312334,0.0003,0.2,15970,-0.33901681690476837,0.20040283203125,0.9118363484740257,0.2945847511291504,0.6426798459084239,-0.010910875566696631,,
1599,255,13099008,1326.23,33.7,51245,0.070694864,0.0003,0.2,15980,-0.32009617377771066,0.18809814453125,0.898442879319191,0.244805246591568,0.5457508920982945,-0.005640656955438317,,
1600,255,13107200,1285.35,35.69,51275,0.06047639,0.0003,0.2,15990,-0.3339827653602697,0.20250244140625,0.8876439929008484,0.15286092460155487,0.3355487643362721,-0.008940565297962166,,
1601,255,13115392,1278.59,35.06,51304,0.06323141,0.0003,0.2,16000,-0.3374888900201768,0.19459228515625,0.8966824412345886,0.08621156215667725,0.48849694835953417,-0.010313061288979953,,
,,13120000,,,,0.04588274,0.0003,0.2,16010,-0.3470225146971643,0.1868896484375,0.9028606042265892,0.15391847491264343,0.7671553494466934,-0.007591592110838974,53.0,1414.8
1602,255,13123584,1262.27,41.13,51340,,,,,,,,,,,,
1603,255,13131776,1248.1,44.57,51371,0.06124768,0.0003,0.2,16020,-0.33520371343474836,0.20087890625,0.9303696304559708,0.06734056770801544,0.5716886723821517,-0.013542914741265122,,
1604,255,13139968,1236.08,41.18,51401,0.070007555,0.0003,0.2,16030,-0.32731268695788457,0.18092041015625,0.9136326238512993,0.1358049064874649,0.6882924577919767,-0.00848823140222521,,
1605,255,13148160,1260.19,41.71,51433,0.056722157,0.0003,0.2,16040,-0.3250822321977466,0.1787353515625,0.9163379743695259,0.08392522484064102,0.43960953748901377,-0.00966473970001971,,
1606,255,13156352,1251.43,33.53,51463,0.06845301,0.0003,0.2,16050,-0.33496271757176144,0.19407958984375,0.8610425591468811,0.15993545949459076,0.6793430565448944,-0.007354252535515115,,
,,13160000,,,,0.049573395,0.0003,0.2,16060,-0.34824378034099934,0.191748046875,0.8243054002523422,0.31037020683288574,0.5158316821791231,-0.010471766679984285,35.2,1194.2
1607,255,13164544,1230.93,28.9,51497,,,,,,,,,,,,
1608,255,13172736,1179.43,23.06,51527,0.060171276,0.0003,0.2,16070,-0.36419582543894646,0.21195068359375,0.8466152101755142,0.2269895076751709,0.5964174781693146,-0.012363289095810614,,
1609,255,13180928,1175.48,28.83,51557,0.061003268,0.0003,0.2,16080,-0.35593278844607995,0.2072509765625,0.7608548849821091,0.23343166708946228,0.5280290689464892,-0.00936401964754623,,
1610,255,13189120,1187.05,31.98,51587,0.061238296,0.0003,0.2,16090,-0.34164988828124476,0.20748291015625,0.8381141424179077,0.318909615278244,0.8341377991251647,-0.008078623012988829,,
1611,255,13197312,1196.91,36.04,51617,0.056772888,0.0003,0.2,16100,-0.33434118980076166,0.1965576171875,0.8824319913983345,0.4620739817619324,0.48946591442800125,-0.010394326975074364,,
,,13200000,,,,0.076766744,0.0003,0.2,16110,-0.35582887557102366,0.224609375,0.8753456100821495,0.061756912618875504,0.513625057315221,-0.006027580391673837,17.8,1184.8
1612,255,13205504,1207.92,37.6,51651,,,,,,,,,,,,
1613,255,13213696,1185.12,31.02,51681,0.058702506,0.0003,0.2,16120,-0.3498025112086907,0.1995849609375,0.8866354450583458,0.07479256391525269,0.49876744063803924,-0.013574023281398695,,
1614,255,13221888,1167.78,25.17,51710,0.048261866,0.0003,0.2,16130,-0.3516025227261707,0.19139404296875,0.8728754818439484,0.1601751297712326,0.4236915310670156,-0.010942160290142056,,
1615,255,13230080,1143.17,19.37,51739,0.062172312,0.0003,0.2,16140,-0.35281064283335584,0.20030517578125,0.7578096687793732,0.10957440733909607,0.26334510431915986,-0.01640299232676625,,
1616,255,13238272,1134.96,17.72,51768,0.053281203,0.0003,0.2,16150,-0.37329455896979197,0.20823974609375,0.6031249463558197,0.19746598601341248,0.39556306826707444,-0.010340491406532237,,
